"lga","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long","acc_citydist","acc_date","acc_genderbal"
"Moorabool","2007","6","7","9","12","0","4","8","0","8","38.7500","1.4286","-37.640656787553255","144.29877750789726","61.23018737437915","15/06/2007","4"
"Mount Alexander","2007","6","2","2","2","0","0","2","0","2","63.5000","1.0000","-37.00577636458428","144.2994172086201","107.0285561676561","15/06/2007","2"
"Greater Bendigo","2007","6","17","26","45","0","13","29","1","19","34.4048","1.2941","-36.798204846952956","144.31257413561912","126.50737665780896","15/06/2007","16"
"Greater Geelong","2007","6","28","49","73","3","31","39","0","41","32.6944","1.5357","-38.12651487145672","144.37963979718953","61.70633349494883","15/06/2007","8"
"Macedon Ranges","2007","6","10","14","16","0","4","11","0","11","28.1875","1.6000","-37.364486244525956","144.6191764934211","58.18854580641163","15/06/2007","7"
"Melton","2007","6","11","17","23","1","7","13","0","11","26.6190","1.5455","-37.692952386309166","144.6274310277921","32.137569883968105","15/06/2007","6"
"Wyndham","2007","6","26","47","71","1","27","37","0","33","29.7286","1.5000","-37.88032795348862","144.69360350817288","24.58569651389681","15/06/2007","10"
"Campaspe","2007","6","6","8","12","0","2","8","0","9","23.7273","1.5000","-36.209614629228255","144.74915637433006","179.22965983436322","15/06/2007","6"
"Brimbank","2007","6","44","92","130","1","49","66","1","52","31.6803","1.7045","-37.75237350333435","144.811691241452","14.667821252213809","15/06/2007","17"
"Hobsons Bay","2007","6","11","19","26","2","5","19","0","14","31.8000","1.1818","-37.849258354411845","144.84439689477838","10.951964247865256","15/06/2007","14"
"Maribyrnong","2007","6","11","20","22","0","5","16","0","12","38.0476","1.4545","-37.800788629881865","144.88603927625238","6.643630946563453","15/06/2007","11"
"Hume","2007","6","19","33","53","0","15","35","1","22","32.2941","1.7368","-37.63369887385986","144.88961420089947","20.841963503897098","15/06/2007","20"
"Moonee Valley","2007","6","17","31","41","2","19","19","0","22","34.7895","1.4706","-37.75121974876985","144.90151445117777","8.555774071102718","15/06/2007","0"
"Moreland","2007","6","34","67","87","4","28","50","0","46","35.0120","1.5000","-37.742645741191446","144.9533828812347","7.8054035223899625","15/06/2007","22"
"Melbourne","2007","6","53","92","148","6","45","74","1","74","31.2778","1.4717","-37.81402646620029","144.9633749244252","0.3219736054329638","15/06/2007","29"
"Port Phillip","2007","6","24","48","63","3","25","32","0","24","33.7288","1.5833","-37.855438588664796","144.9725734157389","4.882612837558106","15/06/2007","7"
"Yarra","2007","6","15","29","41","6","16","18","0","15","31.1081","1.3333","-37.80596222470432","144.991611698412","2.8610296171959946","15/06/2007","2"
"Darebin","2007","6","32","58","78","3","36","38","0","42","36.4267","1.2500","-37.73843594925376","145.01073946533964","9.37216189936131","15/06/2007","2"
"Mornington Peninsula","2007","6","22","40","59","2","24","33","1","30","32.2069","1.5909","-38.28898750469291","145.0177015135562","53.20688162584358","15/06/2007","9"
"Bayside","2007","6","14","32","38","3","13","23","0","23","32.4737","1.5714","-37.93851465713396","145.01957445933937","14.936900452126624","15/06/2007","10"
"Mitchell","2007","6","7","10","17","0","9","8","0","9","32.0588","1.4286","-37.25556772746255","145.01978837915541","62.165997154525634","15/06/2007","-1"
"Stonnington","2007","6","22","39","49","1","22","20","0","28","30.8444","1.1818","-37.85469063172509","145.0235421465804","7.2698573910797535","15/06/2007","-2"
"Glen Eira","2007","6","26","48","64","4","28","32","0","31","38.4000","1.5769","-37.892187903054996","145.03142212721116","10.834824472389656","15/06/2007","4"
"Whittlesea","2007","6","25","50","66","2","22","40","0","35","35.9194","1.5200","-37.66416949024617","145.0361267846144","17.809130180195147","15/06/2007","18"
"Boroondara","2007","6","45","86","110","9","48","53","0","52","36.4314","1.6000","-37.823545795967995","145.05908482557484","8.773837900066592","15/06/2007","5"
"Banyule","2007","6","15","27","35","1","8","27","0","17","36.9143","1.5333","-37.72956284028057","145.07445785555683","13.647646939186574","15/06/2007","19"
"Kingston","2007","6","32","63","81","2","30","45","0","40","34.9487","1.5625","-37.976144065828755","145.09124328547827","21.514218500109084","15/06/2007","15"
"Monash","2007","6","33","68","88","4","27","55","1","43","36.4186","1.5758","-37.89796543036661","145.13917018491037","18.358293874123458","15/06/2007","28"
"Frankston","2007","6","26","47","66","3","18","42","0","32","31.6406","1.6154","-38.13152903800015","145.1542206654678","39.32830230523758","15/06/2007","24"
"Nillumbik","2007","6","10","17","22","0","10","10","1","12","29.4545","1.7000","-37.683399173544885","145.15562296174141","22.4022907121052","15/06/2007","0"
"Whitehorse","2007","6","23","48","59","1","25","27","0","32","34.8929","1.5652","-37.820789841215195","145.1635659910347","17.890489586058475","15/06/2007","2"
"Manningham","2007","6","19","32","53","1","24","22","1","25","29.9796","1.5263","-37.776113488463736","145.17838783492152","19.600624589585454","15/06/2007","-2"
"Greater Dandenong","2007","6","41","86","111","1","34","66","0","53","33.6449","1.3415","-37.9887528177068","145.19093031742082","28.16892526025347","15/06/2007","32"
"Maroondah","2007","6","18","32","48","1","13","27","1","20","29.9302","1.5000","-37.80813975639364","145.25814300872912","26.182287904195036","15/06/2007","14"
"Knox","2007","6","30","58","75","2","30","39","1","42","32.9014","1.4000","-37.880697307242336","145.26520588845224","27.833432599470463","15/06/2007","9"
"Casey","2007","6","54","93","146","1","68","68","1","78","29.4929","1.6667","-38.054708407270454","145.2871454988694","39.33086935113324","15/06/2007","0"
"Greater Shepparton","2007","6","12","23","33","4","15","14","0","16","28.4375","1.0833","-36.41207640146545","145.3666857195045","159.85219344907327","15/06/2007","-1"
"Yarra Ranges","2007","6","33","49","79","0","36","39","0","51","33.7632","1.5758","-37.76982234208299","145.4210929634491","40.781784890275624","15/06/2007","3"
"Moira","2007","6","4","7","9","0","6","3","0","5","35.7778","1.7500","-36.033010489911106","145.44064441079308","202.44155855865424","15/06/2007","-3"
"Cardinia","2007","6","17","31","55","1","26","29","0","30","33.2000","1.4706","-38.07622616955829","145.51948560325584","57.13700957179441","15/06/2007","3"
"Bass Coast","2007","6","5","6","10","0","4","6","0","8","34.5000","1.6000","-38.50662587099852","145.5612221620618","93.36226446674839","15/06/2007","2"
"Murrindindi","2007","6","5","5","5","0","1","4","0","5","36.8000","1.2000","-37.38943575129322","145.58806756171344","72.62481294106199","15/06/2007","3"
"Strathbogie","2007","6","1","1","3","0","0","3","0","3","28.6667","2.0000","-36.7314560979234","145.60752904210793","133.17028248760266","15/06/2007","3"
"South Gippsland","2007","6","7","8","11","1","1","9","0","8","26.6000","1.7143","-38.52709249620962","145.9135310323297","115.13948530247501","15/06/2007","8"
"Baw Baw","2007","6","15","20","29","0","15","14","1","19","34.3448","1.4667","-38.0847130601365","145.94817780464328","91.76342492169563","15/06/2007","-1"
"Benalla","2007","6","1","1","1","0","0","1","0","1","18.0000","2.0000","-36.62775991558941","145.99866051100938","160.6660400977118","15/06/2007","1"
"Mansfield","2007","6","5","5","5","0","0","5","0","5","33.4000","1.8000","-37.18373163981312","146.11877003938443","123.84312247037069","15/06/2007","5"
"Wangaratta","2007","6","6","10","18","0","7","9","0","7","31.2778","1.5000","-36.3653033822615","146.30630124287123","200.3876973366109","15/06/2007","2"
"Latrobe","2007","6","15","23","34","2","12","19","1","18","30.2727","1.5333","-38.239906978134755","146.4438918300312","138.3720329066987","15/06/2007","7"
"Indigo","2007","6","3","4","8","0","4","4","0","8","37.7500","1.6667","-36.06228796076104","146.67744694180752","247.32672146592552","15/06/2007","0"
"Alpine","2007","6","1","1","1","0","0","1","0","1","18.0000","2.0000","-36.56526593390815","146.71731008193925","208.47744213138438","15/06/2007","1"
"Wodonga","2007","6","4","7","11","0","2","8","0","7","31.4000","1.5000","-36.1124065718913","146.87514687154655","254.3312542653756","15/06/2007","6"
"Wellington","2007","6","9","13","16","1","4","12","0","9","38.6250","1.3333","-38.02954051509464","147.0218578754013","182.44325448256382","15/06/2007","8"
"Towong","2007","6","1","1","1","0","0","1","0","1","43.0000","1.0000","-36.198251301667256","147.27237711620938","272.7105586254292","15/06/2007","1"
"East Gippsland","2007","6","3","4","6","0","2","3","0","5","33.2000","1.3333","-37.81997395886328","147.528754423358","225.62445869221355","15/06/2007","1"
"Glenelg","2007","7","5","6","16","0","12","4","3","10","27.6875","2.2000","-37.99614181243308","141.41707215948696","311.50947584481344","15/07/2007","-8"
"West Wimmera","2007","7","1","1","1","0","0","1","0","1","80.0000","2.0000","-36.73518357920306","141.60189552308478","320.3680073285287","15/07/2007","1"
"Hindmarsh","2007","7","5","6","16","0","4","10","0","10","30.2000","1.6000","-36.25630334681635","141.79668140140248","329.8155754481914","15/07/2007","6"
"Southern Grampians","2007","7","3","4","7","0","2","5","0","5","32.8571","1.6667","-37.76634618086383","141.97856040728502","262.043651858696","15/07/2007","3"
"Mildura","2007","7","7","10","19","1","7","11","1","6","24.2222","2.0000","-34.406330898419824","142.16556860131385","454.3507956697436","15/07/2007","4"
"Horsham","2007","7","2","4","6","0","3","3","0","3","33.6667","1.5000","-36.72296671661755","142.20505025124658","272.23321128275427","15/07/2007","0"
"Moyne","2007","7","2","5","13","0","5","8","0","5","25.6923","1.5000","-38.33210384596526","142.33616418747584","236.83663636539197","15/07/2007","3"
"Warrnambool","2007","7","2","4","4","0","1","3","1","2","47.2500","2.0000","-38.376695633804985","142.51473769587568","222.991521625955","15/07/2007","2"
"Yarriambiack","2007","7","2","2","3","0","1","2","0","3","30.6667","1.5000","-36.270822013675925","142.52344792898083","275.96282787455425","15/07/2007","1"
"Ararat","2007","7","1","1","2","0","1","1","0","1","69.0000","2.0000","-37.66537574348695","142.65608503379949","203.26122560197442","15/07/2007","0"
"Northern Grampians","2007","7","2","4","5","0","3","2","0","3","39.8000","1.0000","-37.060066274176464","142.76765617761959","210.8860356079324","15/07/2007","-1"
"Corangamite","2007","7","4","5","5","0","3","2","0","4","32.6000","1.5000","-38.27093095167758","142.94537274243828","183.64781527226256","15/07/2007","-1"
"Buloke","2007","7","1","1","2","0","1","1","0","1","35.0000","2.0000","-36.15891678678712","143.42431472396598","228.95185134785487","15/07/2007","0"
"Pyrenees","2007","7","3","5","8","0","3","5","2","5","30.8750","2.0000","-37.400544544281","143.4578326840856","140.04749501691774","15/07/2007","2"
"Swan Hill","2007","7","5","8","12","0","5","4","1","7","39.8889","1.8000","-35.28203717119567","143.52598247603328","309.1704656385431","15/07/2007","-1"
"Colac-Otway","2007","7","3","4","4","0","2","2","0","3","46.2500","1.3333","-38.28008199267216","143.64407417461703","126.42351217456921","15/07/2007","0"
"Central Goldfields","2007","7","3","4","4","0","1","3","0","3","43.5000","1.6667","-37.073828747308575","143.68302785551955","139.50202965437566","15/07/2007","2"
"Ballarat","2007","7","25","41","60","2","25","31","0","41","33.3898","1.4000","-37.56832785873751","143.84253966722198","102.0233060578516","15/07/2007","6"
"Golden Plains","2007","7","2","2","2","0","0","2","0","2","54.0000","1.5000","-37.7720103197441","143.85133941773387","97.53650340751877","15/07/2007","2"
"Gannawarra","2007","7","2","3","6","0","4","2","0","6","39.1667","1.5000","-35.74513964696998","143.93441492589352","247.3761672303358","15/07/2007","-2"
"Hepburn","2007","7","6","12","15","0","8","7","0","8","34.6000","1.6667","-37.3416735798296","143.99024535563288","100.24049905653862","15/07/2007","-1"
"Surf Coast","2007","7","5","9","9","1","3","6","0","7","38.4444","1.6000","-38.31846394645173","144.15399830427086","90.24544746212443","15/07/2007","3"
"Greater Bendigo","2007","7","18","32","43","2","22","21","1","21","33.4186","1.4444","-36.767172106849394","144.28931339135514","130.52133498518077","15/07/2007","-1"
"Mount Alexander","2007","7","4","5","8","0","5","3","0","6","35.0000","1.7500","-37.07436670709143","144.29534643249283","100.91427258560772","15/07/2007","-2"
"Moorabool","2007","7","4","5","5","0","1","4","0","5","29.8000","1.5000","-37.66508339394604","144.35586548621228","55.61313208122574","15/07/2007","3"
"Greater Geelong","2007","7","37","62","102","4","44","47","0","52","26.2447","1.4865","-38.14976346534528","144.36462124097395","64.26242438122497","15/07/2007","3"
"Macedon Ranges","2007","7","9","12","15","1","5","10","0","11","37.8667","1.4444","-37.34221968877017","144.54986750054027","63.58804678158","15/07/2007","5"
"Melton","2007","7","14","26","33","0","11","20","0","22","36.0909","1.4286","-37.693779518487936","144.6596327733483","29.542478122261937","15/07/2007","9"
"Wyndham","2007","7","23","43","67","1","27","34","0","31","26.6825","1.5652","-37.87413150117438","144.68759774810889","24.89116621091374","15/07/2007","7"
"Campaspe","2007","7","7","9","10","2","3","4","0","7","23.5556","1.2857","-36.30070819129391","144.79157999736816","168.7829236768049","15/07/2007","1"
"Brimbank","2007","7","35","66","96","1","38","47","1","44","34.9663","1.6571","-37.75550316324636","144.80554737832077","14.999189776868203","15/07/2007","9"
"Hobsons Bay","2007","7","13","23","31","1","9","20","0","16","30.5333","1.3846","-37.843597418550864","144.85587212565576","9.784940498182523","15/07/2007","11"
"Maribyrnong","2007","7","9","17","26","0","8","15","0","9","30.0417","1.3333","-37.80268508526772","144.87826512752156","7.27918714324558","15/07/2007","7"
"Hume","2007","7","24","44","59","0","15","39","0","28","31.4643","1.5833","-37.64994057350517","144.89390090258962","19.006248041834482","15/07/2007","24"
"Moonee Valley","2007","7","10","17","23","0","5","14","0","12","31.3333","1.4000","-37.74664090655811","144.90624449426977","8.735217300263983","15/07/2007","9"
"Moreland","2007","7","38","78","101","4","38","54","2","46","31.9368","1.5789","-37.74162476461527","144.95638796732246","7.903129893171571","15/07/2007","16"
"Melbourne","2007","7","68","117","170","10","46","89","0","87","30.6096","1.3235","-37.812465268488054","144.96157643332032","0.12593359613627492","15/07/2007","43"
"Port Phillip","2007","7","28","52","62","5","17","37","1","30","33.1250","1.7143","-37.84716532028757","144.96233815974855","3.8441638983679414","15/07/2007","20"
"Yarra","2007","7","29","47","54","8","19","28","0","33","33.4490","1.3793","-37.80267191450016","144.993802891192","3.156523011752752","15/07/2007","9"
"Mitchell","2007","7","9","12","16","0","10","6","0","11","37.0625","1.4444","-37.220358717058325","145.00764553258725","65.99134746435551","15/07/2007","-4"
"Darebin","2007","7","32","52","79","1","23","41","0","38","34.7164","1.5625","-37.74248998189165","145.01272044630693","9.06526855250459","15/07/2007","18"
"Bayside","2007","7","17","34","43","4","15","25","1","21","38.8333","1.7059","-37.937089327245545","145.0184840921453","14.755028482363896","15/07/2007","10"
